,lead_id,product,is_referral,referal_cost,device,marketing_source,lead_cost,unqualified_lead,qualified_lead,meeting_appointment,meeting,sale
33,190919.0,Main Product,False,0.0,Desktop,Social Media,28.7397925,2021-07-01,2021-07-05,,,
34,147796.0,Main Product,False,0.0,Desktop,Paid Search,46.93421,2021-07-01,2021-07-03,,,
35,117530.0,Main Product,False,0.0,Desktop,Search Network,29.410375,2021-07-01,2021-07-01,,,
36,,Main Product,False,0.0,Desktop,Paid Search,12505.4966075,2021-07-01,,,,
37,,Main Product,False,0.0,Mobile,Social Media,10186.570225,2021-07-01,,,,
38,,Main Product,False,0.0,Desktop,Social Media,9058.8305575,2021-07-01,,,,
39,,Main Product,False,0.0,Mobile,Social Media,8800.0609525,2021-07-01,,,,
40,,Main Product,False,0.0,Desktop,Search Network,6478.906535,2021-07-01,,,,
41,,Main Product,False,0.0,Mobile,Search Network,5118.796755,2021-07-01,,,,
42,,Main Product,False,0.0,Desktop,Direct Traffic,0.0,2021-07-01,,,,
43,,Main Product,False,0.0,Mobile,Direct Traffic,0.0,2021-07-01,,,,
44,,Main Product,False,0.0,Desktop,Organic Search,0.0,2021-07-01,,,,
45,,Main Product,False,0.0,Mobile,Organic Search,0.0,2021-07-01,,,,
46,143172.0,Main Product,False,0.0,Mobile,Paid Search,46.077815,2021-07-02,2021-07-04,2021-07-04,2021-07-05,2021-07-12
47,155113.0,Main Product,False,0.0,Mobile,Paid Search,21.9852325,2021-07-02,2021-07-02,,,
48,174905.0,Main Product,False,0.0,Mobile,Paid Search,41.9783175,2021-07-02,2021-07-08,2021-07-30,2021-07-31,2021-08-16
49,152778.0,Main Product,False,0.0,Mobile,Search Network,39.22692,2021-07-02,,,,
50,137637.0,Main Product,False,0.0,Mobile,Search Network,38.13698,2021-07-02,2021-07-06,,,
51,103276.0,Main Product,False,0.0,Mobile,Search Network,34.3454375,2021-07-02,2021-07-03,2021-07-27,2021-07-30,2021-08-03
52,119511.0,Main Product,False,0.0,Mobile,Paid Search,27.6602,2021-07-02,2021-07-04,,,
53,111561.0,Main Product,False,0.0,Mobile,Paid Search,39.107605,2021-07-02,2021-07-02,,,
54,177788.0,Main Product,False,0.0,Mobile,Paid Search,34.8105275,2021-07-02,2021-07-02,,,
55,104375.0,Main Product,False,0.0,Mobile,Paid Search,39.4477775,2021-07-02,,,,
56,103031.0,Main Product,False,0.0,Mobile,Social Media,4.42421,2021-07-02,2021-07-04,,,
57,140102.0,Main Product,False,0.0,Mobile,Organic Search,0.0,2021-07-02,2021-07-04,,,
58,130791.0,Main Product,False,0.0,Mobile,Search Network,41.380945,2021-07-02,,,,
59,169295.0,Main Product,False,0.0,Mobile,Search Network,51.233265,2021-07-02,2021-07-02,2021-07-14,2021-07-19,2021-08-17
60,109458.0,Main Product,False,0.0,Mobile,Social Media,21.1852775,2021-07-02,2021-07-02,2021-07-22,2021-07-26,2021-08-09
61,119010.0,Main Product,False,0.0,Desktop,Paid Search,36.88803,2021-07-02,2021-07-02,2021-07-09,2021-07-14,2021-08-10
62,160587.0,Main Product,False,0.0,Desktop,Social Media,16.377465,2021-07-02,2021-07-06,2021-07-10,2021-07-12,
63,184277.0,Main Product,False,0.0,Desktop,Paid Search,26.1005175,2021-07-02,2021-07-02,,,
64,124298.0,Main Product,False,0.0,Desktop,Social Media,9.29953,2021-07-02,2021-07-02,,,
65,135294.0,Main Product,False,0.0,Desktop,Social Media,23.4729,2021-07-02,2021-07-02,2021-07-15,2021-07-16,
66,199908.0,Main Product,False,0.0,Desktop,Paid Search,48.4809875,2021-07-02,2021-07-02,,,
67,124648.0,Main Product,False,0.0,Desktop,Social Media,19.87055,2021-07-02,2021-07-02,,,
68,182241.0,Main Product,False,0.0,Desktop,Paid Search,48.4116075,2021-07-02,2021-07-02,2021-07-04,,
69,131696.0,Main Product,False,0.0,Desktop,Search Network,37.7598625,2021-07-02,2021-07-06,,,
70,151162.0,Main Product,False,0.0,Desktop,Paid Search,28.7665175,2021-07-02,2021-07-05,,,
71,198777.0,Main Product,False,0.0,Desktop,Paid Search,31.8396925,2021-07-02,2021-07-07,,,
72,,Main Product,False,0.0,Desktop,Paid Search,13038.375665,2021-07-02,,,,
73,,Main Product,False,0.0,Mobile,Paid Search,14930.1466875,2021-07-02,,,,
74,,Main Product,False,0.0,Desktop,Social Media,3352.7407975,2021-07-02,,,,
75,,Main Product,False,0.0,Mobile,Social Media,5304.282555,2021-07-02,,,,
76,,Main Product,False,0.0,Desktop,Search Network,3616.0139975,2021-07-02,,,,
77,,Main Product,False,0.0,Mobile,Search Network,7314.8739925,2021-07-02,,,,
78,,Main Product,False,0.0,Desktop,Direct Traffic,0.0,2021-07-02,,,,
79,,Main Product,False,0.0,Mobile,Direct Traffic,0.0,2021-07-02,,,,
80,,Main Product,False,0.0,Desktop,Organic Search,0.0,2021-07-02,,,,
81,,Main Product,False,0.0,Mobile,Organic Search,0.0,2021-07-02,,,,
82,159611.0,Main Product,True,1000.0,,,0.0,2021-07-03,2021-07-04,2021-07-16,2021-07-18,
83,192023.0,Main Product,True,1000.0,,,0.0,2021-07-03,2021-07-03,,,
84,160356.0,Main Product,False,0.0,Mobile,Search Network,29.0135775,2021-07-03,,,,
85,184293.0,Main Product,False,0.0,Mobile,Paid Search,36.7932775,2021-07-03,2021-07-06,,,
86,165214.0,Main Product,False,0.0,Mobile,Paid Search,29.1887375,2021-07-03,,,,
87,168089.0,Main Product,False,0.0,Mobile,Paid Search,33.4975,2021-07-03,2021-07-03,2021-07-03,2021-07-04,2021-07-17
88,194070.0,Main Product,False,0.0,Mobile,Social Media,4.3207525,2021-07-03,2021-07-03,2021-07-13,2021-07-15,2021-08-10
89,134240.0,Main Product,False,0.0,Mobile,Paid Search,46.1249825,2021-07-03,2021-07-07,,,
90,155190.0,Main Product,False,0.0,Mobile,Search Network,30.31868,2021-07-03,2021-07-03,,,
91,113873.0,Main Product,False,0.0,Mobile,Paid Search,46.6783425,2021-07-03,2021-07-03,2021-07-16,2021-07-21,2021-07-29
92,173431.0,Main Product,False,0.0,Mobile,Social Media,28.1383925,2021-07-03,2021-07-03,2021-07-16,2021-07-20,2021-07-22
93,123814.0,Main Product,False,0.0,Mobile,Social Media,25.494925,2021-07-03,,,,
94,113876.0,Main Product,False,0.0,Mobile,Paid Search,41.755075,2021-07-03,2021-07-03,,,
95,165919.0,Main Product,False,0.0,Mobile,Search Network,29.64328,2021-07-03,2021-07-03,,,
96,100109.0,Main Product,False,0.0,Mobile,Paid Search,28.01706,2021-07-03,2021-07-03,,,
97,149577.0,Main Product,False,0.0,Mobile,Paid Search,31.8845675,2021-07-03,2021-07-03,,,
98,106378.0,Main Product,False,0.0,Mobile,Search Network,35.2257325,2021-07-03,2021-07-06,,,
99,188436.0,Main Product,False,0.0,Mobile,Social Media,5.298185,2021-07-03,,,,
100,186739.0,Main Product,False,0.0,Mobile,Search Network,46.28007,2021-07-03,2021-07-05,,,
101,188361.0,Main Product,False,0.0,Mobile,Search Network,29.75851,2021-07-03,2021-07-03,2021-07-26,2021-07-28,2021-08-11
102,130674.0,Main Product,False,0.0,Mobile,Paid Search,48.62719,2021-07-03,2021-07-03,2021-07-15,2021-07-17,2021-07-24
103,162941.0,Main Product,False,0.0,Desktop,Social Media,20.05765,2021-07-03,2021-07-03,2021-07-14,2021-07-19,2021-07-29
104,150503.0,Main Product,False,0.0,Desktop,Paid Search,45.622095,2021-07-03,2021-07-05,2021-07-22,2021-07-25,
105,138885.0,Main Product,False,0.0,Desktop,Paid Search,25.7771675,2021-07-03,2021-07-03,2021-07-22,2021-07-25,
106,103391.0,Main Product,False,0.0,Desktop,Search Network,33.222775,2021-07-03,2021-07-03,2021-07-12,2021-07-14,
107,110534.0,Main Product,False,0.0,Desktop,Social Media,5.403875,2021-07-03,2021-07-09,,,
108,121137.0,Main Product,False,0.0,Desktop,Paid Search,43.807065,2021-07-03,2021-07-04,2021-07-17,2021-07-20,
109,157913.0,Main Product,False,0.0,Desktop,Paid Search,24.4768375,2021-07-03,2021-07-05,,,
110,168057.0,Main Product,False,0.0,Desktop,Social Media,4.61483,2021-07-03,,,,
111,174792.0,Main Product,False,0.0,Desktop,Paid Search,32.9783275,2021-07-03,2021-07-03,,,
112,,Main Product,False,0.0,Desktop,Paid Search,10063.4381725,2021-07-03,,,,
113,,Main Product,False,0.0,Mobile,Paid Search,13091.0307725,2021-07-03,,,,
114,,Main Product,False,0.0,Desktop,Social Media,6414.9807075,2021-07-03,,,,
115,,Main Product,False,0.0,Mobile,Social Media,6104.2443325,2021-07-03,,,,
116,,Main Product,False,0.0,Desktop,Search Network,10202.419045,2021-07-03,,,,
117,,Main Product,False,0.0,Mobile,Search Network,10314.4041725,2021-07-03,,,,
118,,Main Product,False,0.0,Desktop,Direct Traffic,0.0,2021-07-03,,,,
119,,Main Product,False,0.0,Mobile,Direct Traffic,0.0,2021-07-03,,,,
120,,Main Product,False,0.0,Desktop,Organic Search,0.0,2021-07-03,,,,
121,,Main Product,False,0.0,Mobile,Organic Search,0.0,2021-07-03,,,,
122,190217.0,Main Product,True,1000.0,,,0.0,2021-07-04,2021-07-04,,,
123,145528.0,Main Product,True,1000.0,,,0.0,2021-07-04,2021-07-05,2021-07-21,2021-07-24,2021-08-19
124,183493.0,Main Product,False,0.0,Mobile,Social Media,11.16286,2021-07-04,2021-07-05,,,
125,102935.0,Main Product,False,0.0,Mobile,Organic Search,0.0,2021-07-04,2021-07-04,2021-07-09,2021-07-13,2021-07-18
126,103855.0,Main Product,False,0.0,Mobile,Paid Search,26.0442075,2021-07-04,2021-07-04,,,
127,125486.0,Main Product,False,0.0,Mobile,Social Media,8.47497,2021-07-04,,,,
128,120238.0,Main Product,False,0.0,Mobile,Search Network,41.822125,2021-07-04,2021-07-04,,,
129,109790.0,Main Product,False,0.0,Mobile,Search Network,39.9715925,2021-07-04,2021-07-10,,,
130,170744.0,Main Product,False,0.0,Mobile,Social Media,7.4106025,2021-07-04,2021-07-06,2021-07-29,2021-07-30,2021-08-18
131,147768.0,Main Product,False,0.0,Mobile,Search Network,45.177045,2021-07-04,2021-07-04,,,
132,143944.0,Main Product,False,0.0,Mobile,Social Media,7.3428875,2021-07-04,2021-07-04,,,
133,130351.0,Main Product,False,0.0,Mobile,Search Network,30.27642,2021-07-04,2021-07-04,,,
134,119244.0,Main Product,False,0.0,Mobile,Paid Search,30.7617725,2021-07-04,,,,
135,199498.0,Main Product,False,0.0,Mobile,Search Network,53.2253275,2021-07-04,2021-07-04,,,
136,169974.0,Main Product,False,0.0,Mobile,Paid Search,25.9977775,2021-07-04,2021-07-07,,,
137,102187.0,Main Product,False,0.0,Mobile,Paid Search,47.1681475,2021-07-04,2021-07-06,,,
138,129391.0,Main Product,False,0.0,Mobile,Search Network,45.3045625,2021-07-04,,,,
139,103723.0,Main Product,False,0.0,Desktop,Paid Search,48.7680325,2021-07-04,2021-07-04,2021-07-09,2021-07-12,2021-08-02
140,137078.0,Main Product,False,0.0,Desktop,Search Network,49.6651125,2021-07-04,2021-07-04,2021-07-23,2021-07-26,2021-08-25
141,107527.0,Main Product,False,0.0,Desktop,Social Media,12.0162075,2021-07-04,2021-07-08,2021-07-24,2021-07-26,
142,132250.0,Main Product,False,0.0,Desktop,Social Media,22.1014325,2021-07-04,2021-07-06,2021-07-29,2021-07-31,
143,144873.0,Main Product,False,0.0,Desktop,Paid Search,30.0876275,2021-07-04,2021-07-06,2021-07-20,2021-07-22,
144,103775.0,Main Product,False,0.0,Desktop,Paid Search,25.981485,2021-07-04,2021-07-04,2021-07-06,2021-07-07,
145,108798.0,Main Product,False,0.0,Desktop,Search Network,37.5843,2021-07-04,2021-07-04,,,
146,131604.0,Main Product,False,0.0,Desktop,Organic Search,0.0,2021-07-04,2021-07-04,2021-07-21,2021-07-26,
147,164188.0,Main Product,False,0.0,Desktop,Search Network,36.74056,2021-07-04,,,,
148,153986.0,Main Product,False,0.0,Desktop,Social Media,15.67394,2021-07-04,2021-07-09,,,
149,,Main Product,False,0.0,Desktop,Paid Search,13153.33499,2021-07-04,,,,
150,,Main Product,False,0.0,Mobile,Paid Search,5905.0362175,2021-07-04,,,,
151,,Main Product,False,0.0,Desktop,Social Media,8620.8961275,2021-07-04,,,,
152,,Main Product,False,0.0,Mobile,Social Media,3302.6553475,2021-07-04,,,,
153,,Main Product,False,0.0,Desktop,Search Network,3008.728205,2021-07-04,,,,
154,,Main Product,False,0.0,Mobile,Search Network,10301.62165,2021-07-04,,,,
155,,Main Product,False,0.0,Desktop,Direct Traffic,0.0,2021-07-04,,,,
156,,Main Product,False,0.0,Mobile,Direct Traffic,0.0,2021-07-04,,,,
157,,Main Product,False,0.0,Desktop,Organic Search,0.0,2021-07-04,,,,
158,,Main Product,False,0.0,Mobile,Organic Search,0.0,2021-07-04,,,,
159,123995.0,Main Product,True,1000.0,,,0.0,2021-07-05,,,,
160,190264.0,Main Product,True,1000.0,,,0.0,2021-07-05,2021-07-05,,,
161,114732.0,Main Product,True,1000.0,,,0.0,2021-07-05,2021-07-05,2021-07-15,2021-07-20,2021-08-09
162,189606.0,Main Product,True,1000.0,,,0.0,2021-07-05,2021-07-05,2021-07-16,2021-07-20,2021-08-12
163,136245.0,Main Product,True,1000.0,,,0.0,2021-07-05,2021-07-05,2021-07-25,2021-07-30,2021-08-11
164,120880.0,Main Product,False,0.0,Mobile,Social Media,24.1433,2021-07-05,2021-07-05,2021-07-29,2021-08-03,2021-08-26
165,137011.0,Main Product,False,0.0,Mobile,Social Media,7.76475,2021-07-05,2021-07-21,,,
166,150322.0,Main Product,False,0.0,Mobile,Paid Search,36.8159475,2021-07-05,2021-07-05,,,
167,112285.0,Main Product,False,0.0,Mobile,Direct Traffic,0.0,2021-07-05,2021-07-05,,,
168,199324.0,Main Product,False,0.0,Mobile,Search Network,43.146125,2021-07-05,2021-07-05,,,
169,199302.0,Main Product,False,0.0,Mobile,Direct Traffic,0.0,2021-07-05,2021-07-06,,,
170,176426.0,Main Product,False,0.0,Mobile,Social Media,19.310165,2021-07-05,2021-07-05,,,
171,142314.0,Main Product,False,0.0,Mobile,Paid Search,31.982865,2021-07-05,2021-07-05,,,
172,109393.0,Main Product,False,0.0,Mobile,Paid Search,48.123855,2021-07-05,2021-07-05,,,
173,189391.0,Main Product,False,0.0,Mobile,Social Media,13.0356725,2021-07-05,2021-07-05,,,
174,188783.0,Main Product,False,0.0,Mobile,Social Media,20.3585,2021-07-05,2021-07-05,,,
175,150244.0,Main Product,False,0.0,Mobile,Search Network,31.98005,2021-07-05,2021-07-05,,,
176,171574.0,Main Product,False,0.0,Mobile,Paid Search,35.7467675,2021-07-05,2021-07-06,,,
177,139034.0,Main Product,False,0.0,Mobile,Social Media,9.4542775,2021-07-05,2021-07-08,,,
178,104829.0,Main Product,False,0.0,Desktop,Social Media,6.1364725,2021-07-05,,,,
179,145865.0,Main Product,False,0.0,Desktop,Social Media,25.287665,2021-07-05,2021-07-07,2021-07-14,2021-07-19,
180,184667.0,Main Product,False,0.0,Desktop,Organic Search,0.0,2021-07-05,,,,
181,115188.0,Main Product,False,0.0,Desktop,Paid Search,31.5319225,2021-07-05,2021-07-05,2021-07-10,2021-07-11,
182,135681.0,Main Product,False,0.0,Desktop,Paid Search,49.84804,2021-07-05,,,,
183,100937.0,Main Product,False,0.0,Desktop,Search Network,40.0817925,2021-07-05,2021-07-05,,,
184,110081.0,Main Product,False,0.0,Desktop,Paid Search,46.23896,2021-07-05,,,,
185,113779.0,Main Product,False,0.0,Desktop,Social Media,28.0900175,2021-07-05,2021-07-09,,,
186,,Main Product,False,0.0,Desktop,Paid Search,13581.6849125,2021-07-05,,,,
187,,Main Product,False,0.0,Mobile,Paid Search,13348.400275,2021-07-05,,,,
188,,Main Product,False,0.0,Desktop,Social Media,5458.71159,2021-07-05,,,,
189,,Main Product,False,0.0,Mobile,Social Media,7665.0330425,2021-07-05,,,,
190,,Main Product,False,0.0,Desktop,Search Network,4765.3103475,2021-07-05,,,,
191,,Main Product,False,0.0,Mobile,Search Network,4347.908735,2021-07-05,,,,
192,,Main Product,False,0.0,Desktop,Direct Traffic,0.0,2021-07-05,,,,
193,,Main Product,False,0.0,Mobile,Direct Traffic,0.0,2021-07-05,,,,
194,,Main Product,False,0.0,Desktop,Organic Search,0.0,2021-07-05,,,,
195,,Main Product,False,0.0,Mobile,Organic Search,0.0,2021-07-05,,,,
196,194847.0,Main Product,True,1000.0,,,0.0,2021-07-06,2021-07-26,2021-07-29,2021-08-01,
197,128001.0,Main Product,True,1000.0,,,0.0,2021-07-06,2021-07-06,2021-07-24,2021-07-28,2021-08-15
198,122339.0,Main Product,True,1000.0,,,0.0,2021-07-06,,,,
199,185266.0,Main Product,True,1000.0,,,0.0,2021-07-06,2021-07-06,,,
200,190297.0,Main Product,False,0.0,Mobile,Social Media,8.4378025,2021-07-06,,,,
201,110906.0,Main Product,False,0.0,Mobile,Paid Search,25.1802075,2021-07-06,2021-07-10,2021-07-31,,
202,140363.0,Main Product,False,0.0,Mobile,Paid Search,36.4089175,2021-07-06,2021-07-10,2021-07-20,2021-07-22,2021-08-20
203,192583.0,Main Product,False,0.0,Mobile,Direct Traffic,0.0,2021-07-06,2021-07-06,,,
204,186054.0,Main Product,False,0.0,Mobile,Social Media,13.9040925,2021-07-06,2021-07-06,2021-07-25,2021-07-27,2021-07-30
205,145082.0,Main Product,False,0.0,Mobile,Direct Traffic,0.0,2021-07-06,2021-07-06,,,
206,185932.0,Main Product,False,0.0,Mobile,Search Network,42.682275,2021-07-06,,,,
207,112798.0,Main Product,False,0.0,Mobile,Social Media,4.3830425,2021-07-06,2021-07-06,,,
208,130046.0,Main Product,False,0.0,Mobile,Social Media,22.968815,2021-07-06,2021-07-06,,,
209,164757.0,Main Product,False,0.0,Mobile,Paid Search,46.631265,2021-07-06,2021-07-06,,,
210,139152.0,Main Product,False,0.0,Mobile,Search Network,50.9616075,2021-07-06,2021-07-09,,,
211,192508.0,Main Product,False,0.0,Mobile,Social Media,9.5395,2021-07-06,2021-07-14,,,
212,102573.0,Main Product,False,0.0,Mobile,Paid Search,36.5249225,2021-07-06,2021-07-27,,,
213,136778.0,Main Product,False,0.0,Mobile,Social Media,4.6952425,2021-07-06,2021-07-10,,,
214,164654.0,Main Product,False,0.0,Mobile,Paid Search,33.875565,2021-07-06,2021-07-06,2021-07-22,2021-07-24,2021-08-06
215,132184.0,Main Product,False,0.0,Mobile,Social Media,20.25413,2021-07-06,2021-07-06,2021-07-28,2021-07-31,2021-09-01
216,105146.0,Main Product,False,0.0,Desktop,Search Network,39.03589,2021-07-06,2021-07-07,2021-07-10,2021-07-14,2021-07-17
217,165531.0,Main Product,False,0.0,Desktop,Social Media,16.0770725,2021-07-06,2021-07-06,2021-07-12,2021-07-14,2021-07-31
218,125132.0,Main Product,False,0.0,Desktop,Search Network,34.8081375,2021-07-06,2021-07-10,2021-08-04,2021-08-07,
219,100966.0,Main Product,False,0.0,Desktop,Paid Search,44.02811,2021-07-06,,,,
220,191049.0,Main Product,False,0.0,Desktop,Social Media,26.4704325,2021-07-06,2021-07-10,2021-07-18,2021-07-21,
221,109717.0,Main Product,False,0.0,Desktop,Paid Search,34.4059725,2021-07-06,2021-07-06,2021-07-21,2021-07-24,
222,130594.0,Main Product,False,0.0,Desktop,Paid Search,22.8332,2021-07-06,2021-07-06,,,
223,168930.0,Main Product,False,0.0,Desktop,Social Media,18.8924475,2021-07-06,,,,
224,148111.0,Main Product,False,0.0,Desktop,Paid Search,28.0586925,2021-07-06,2021-07-09,,,
225,,Main Product,False,0.0,Desktop,Paid Search,5942.4472025,2021-07-06,,,,
226,,Main Product,False,0.0,Mobile,Paid Search,7171.7753275,2021-07-06,,,,
227,,Main Product,False,0.0,Desktop,Social Media,9589.3335,2021-07-06,,,,
228,,Main Product,False,0.0,Mobile,Social Media,3168.01033,2021-07-06,,,,
229,,Main Product,False,0.0,Desktop,Search Network,3288.614515,2021-07-06,,,,
230,,Main Product,False,0.0,Mobile,Search Network,7814.09703,2021-07-06,,,,
231,,Main Product,False,0.0,Desktop,Direct Traffic,0.0,2021-07-06,,,,
232,,Main Product,False,0.0,Mobile,Direct Traffic,0.0,2021-07-06,,,,
233,,Main Product,False,0.0,Desktop,Organic Search,0.0,2021-07-06,,,,
234,,Main Product,False,0.0,Mobile,Organic Search,0.0,2021-07-06,,,,
235,104640.0,Main Product,True,1000.0,,,0.0,2021-07-07,2021-07-08,,,
236,113945.0,Main Product,True,1000.0,,,0.0,2021-07-07,2021-07-09,,,
237,190763.0,Main Product,True,1000.0,,,0.0,2021-07-07,,,,
238,104350.0,Main Product,True,1000.0,,,0.0,2021-07-07,2021-07-07,2021-07-22,2021-07-25,2021-08-14
239,175329.0,Main Product,True,1000.0,,,0.0,2021-07-07,2021-07-07,,,
240,133739.0,Main Product,False,0.0,Mobile,Social Media,22.08856,2021-07-07,2021-07-13,,,
241,199492.0,Main Product,False,0.0,Mobile,Paid Search,32.5011275,2021-07-07,2021-07-07,2021-07-17,2021-07-21,2021-08-12
242,171615.0,Main Product,False,0.0,Mobile,Paid Search,24.7118625,2021-07-07,2021-07-07,2021-07-31,2021-08-05,2021-08-05
243,146660.0,Main Product,False,0.0,Mobile,Social Media,23.3950725,2021-07-07,2021-07-13,2021-07-13,2021-07-14,2021-07-17
244,176323.0,Main Product,False,0.0,Mobile,Social Media,27.34644,2021-07-07,,,,
245,103108.0,Main Product,False,0.0,Mobile,Paid Search,38.856825,2021-07-07,2021-07-09,,,
246,130271.0,Main Product,False,0.0,Mobile,Social Media,13.02445,2021-07-07,2021-07-09,,,
247,177701.0,Main Product,False,0.0,Mobile,Paid Search,46.283855,2021-07-07,2021-07-07,,,
248,185423.0,Main Product,False,0.0,Mobile,Search Network,33.3872925,2021-07-07,,,,
249,128098.0,Main Product,False,0.0,Mobile,Paid Search,45.0344875,2021-07-07,2021-07-07,,,
250,132001.0,Main Product,False,0.0,Mobile,Direct Traffic,0.0,2021-07-07,2021-07-13,,,
251,138683.0,Main Product,False,0.0,Mobile,Search Network,52.4926375,2021-07-07,,,,
252,198558.0,Main Product,False,0.0,Mobile,Paid Search,25.7749975,2021-07-07,2021-07-07,,,
253,186341.0,Main Product,False,0.0,Mobile,Direct Traffic,0.0,2021-07-07,,,,
254,126511.0,Main Product,False,0.0,Desktop,Paid Search,35.583035,2021-07-07,,,,
255,114678.0,Main Product,False,0.0,Desktop,Paid Search,37.9030525,2021-07-07,2021-07-07,2021-07-15,2021-07-20,2021-08-09
256,191902.0,Main Product,False,0.0,Desktop,Social Media,19.3083,2021-07-07,2021-07-07,2021-07-26,2021-07-27,
257,176728.0,Main Product,False,0.0,Desktop,Search Network,50.050215,2021-07-07,2021-07-11,,,
258,158724.0,Main Product,False,0.0,Desktop,Organic Search,0.0,2021-07-07,2021-07-09,,,
259,117654.0,Main Product,False,0.0,Desktop,Social Media,13.7295475,2021-07-07,2021-07-10,,,
260,147438.0,Main Product,False,0.0,Desktop,Social Media,20.593775,2021-07-07,2021-07-11,,,
261,,Main Product,False,0.0,Desktop,Paid Search,14199.29274,2021-07-07,,,,
262,,Main Product,False,0.0,Mobile,Paid Search,12809.2907475,2021-07-07,,,,
263,,Main Product,False,0.0,Desktop,Social Media,2692.39339,2021-07-07,,,,
264,,Main Product,False,0.0,Mobile,Social Media,7577.120965,2021-07-07,,,,
265,,Main Product,False,0.0,Desktop,Search Network,3824.02739,2021-07-07,,,,
266,,Main Product,False,0.0,Mobile,Search Network,10580.5417675,2021-07-07,,,,
267,,Main Product,False,0.0,Desktop,Direct Traffic,0.0,2021-07-07,,,,
268,,Main Product,False,0.0,Mobile,Direct Traffic,0.0,2021-07-07,,,,
269,,Main Product,False,0.0,Desktop,Organic Search,0.0,2021-07-07,,,,
270,,Main Product,False,0.0,Mobile,Organic Search,0.0,2021-07-07,,,,
271,141326.0,Main Product,True,1000.0,,,0.0,2021-07-08,,,,
272,156394.0,Main Product,True,1000.0,,,0.0,2021-07-08,2021-07-08,2021-07-16,2021-07-17,2021-08-12
